team,reference_date,behavior_window_start,behavior_window_end,matches_available_all_time,matches_used_recent,oldest_match_used,latest_match_used,behavior_config_name,n_matches,weighted_goals_for,weighted_goals_for_raw,weighted_goals_for_adjusted,weighted_goals_against,weighted_goals_against_raw,weighted_goals_against_adjusted,weighted_goal_difference,all_time_goals_for,all_time_goals_against,attack_index,attack_index_raw,attack_index_adjusted_old,attack_index_adjusted,attack_index_residual,attack_index_final,defense_index,defense_index_raw,defense_index_adjusted_old,defense_index_adjusted,defense_index_residual,defense_index_final,weighted_goal_for_residual,weighted_goal_against_residual,weighted_result_residual,residual_coverage_recent,recent_form_index,weighted_btts_rate,weighted_over_2_5_rate,clean_sheet_rate,failed_to_score_rate,environment_response_index,environment_sample_size,attack_data_quality,defense_data_quality,form_data_quality,environment_data_quality,overall_data_quality,behavior_warning,sample_size_warning,staleness_warning,opponent_quality_warning,mean_opponent_elo_recent,median_opponent_elo_recent,min_opponent_elo_recent,max_opponent_elo_recent,opponent_elo_coverage_recent,strong_opponent_match_count,weak_opponent_match_count,schedule_strength_label,schedule_strength_warning,opponent_adjustment_warning,residual_warning,last_updated
German DR,2026-06-21,2022-06-21,2026-06-21,298,0,,,calibrated_4y_40m_hl365,0,,,,,,,,1.698,1.211,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Germany,2026-06-21,2022-06-21,2026-06-21,1032,40,2023-03-28,2026-06-14,calibrated_4y_40m_hl365,40,2.637,2.519,2.637,0.793,0.924,0.793,1.844,2.255,1.162,0.907,0.884,0.953,0.953,0.961,0.907,0.579,0.595,0.636,0.636,0.543,0.579,1.384,-0.129,0.038,1.0,0.838,0.529,0.69,0.406,0.098,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1796.129,1807.623,1446.04,2066.863,1.0,30,0,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Ghana,2026-06-21,2022-06-21,2026-06-21,673,40,2022-11-28,2026-06-17,calibrated_4y_40m_hl365,40,1.382,1.314,1.382,0.728,0.785,0.728,0.654,1.566,1.04,0.52,0.528,0.558,0.558,0.502,0.52,0.671,0.666,0.696,0.696,0.683,0.671,0.005,-0.548,0.149,1.0,0.627,0.293,0.318,0.6,0.17,0.5,0,high,high,high,none,high,Attack index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1596.847,1562.592,1297.709,1946.906,1.0,13,2,average,,Attack index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Gibraltar,2026-06-21,2022-06-21,2026-06-21,159,36,2022-09-23,2026-06-06,calibrated_4y_40m_hl365,36,0.671,0.819,0.671,2.128,2.171,2.128,-1.458,1.113,2.484,0.348,0.306,0.255,0.255,0.445,0.348,0.226,0.197,0.209,0.209,0.292,0.226,-0.164,0.625,-0.027,1.0,0.14,0.326,0.714,0.103,0.575,0.5,0,high,high,high,none,high,Recent schedule includes both strong and weak opponents.; Attack index reduced after opponent-quality adjustment.; Defense boosted by opponent adjustment but goals-against residual is poor.,,,,1510.011,1579.514,924.982,2074.067,1.0,11,12,mixed,Recent schedule includes both strong and weak opponents.,Attack index reduced after opponent-quality adjustment.,Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
Gotland,2026-06-21,2022-06-21,2026-06-21,30,0,,,calibrated_4y_40m_hl365,0,,,,,,,,2.7,1.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Gozo,2026-06-21,2022-06-21,2026-06-21,14,7,2023-07-09,2025-07-17,calibrated_4y_40m_hl365,7,0.976,1.005,0.976,1.43,1.495,1.43,-0.454,2.214,2.0,0.379,0.359,0.349,0.349,0.426,0.379,0.434,0.402,0.422,0.422,0.509,0.434,-0.221,-0.027,-0.046,1.0,0.239,0.285,0.322,0.359,0.64,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Recent goals-for differs from all-time by -1.24.; Recent schedule skews toward strong opponents.,Fewer than 8 recent matches; behavior is insufficient.,,,1599.4,1570.157,1441.109,1775.581,1.0,3,0,strong,Recent schedule skews toward strong opponents.,,,2026-06-20T23:36:25+00:00
Greece,2026-06-21,2022-06-21,2026-06-21,633,38,2022-09-24,2026-06-07,calibrated_4y_40m_hl365,38,1.591,1.461,1.591,1.108,1.307,1.108,0.483,1.254,1.387,0.543,0.544,0.598,0.598,0.54,0.543,0.48,0.47,0.527,0.527,0.504,0.48,0.12,-0.012,-0.049,1.0,0.479,0.416,0.618,0.349,0.395,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1675.528,1697.83,1190.246,2074.52,1.0,19,5,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Greenland,2026-06-21,2022-06-21,2026-06-21,77,4,2023-07-09,2024-06-01,calibrated_4y_40m_hl365,4,1.059,1.141,1.059,2.667,2.632,2.667,-1.609,1.883,2.065,0.477,0.518,0.481,0.481,0.382,0.477,0.086,0.122,0.105,0.105,0.0,0.086,-0.355,1.954,-0.284,1.0,0.221,0.458,0.772,0.204,0.314,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Latest match is 750 days before reference date.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment.,Fewer than 8 recent matches; behavior is insufficient.,Latest match is 750 days before reference date.,,1397.507,1384.586,1329.023,1491.833,1.0,0,1,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Grenada,2026-06-21,2022-06-21,2026-06-21,260,32,2022-09-24,2026-05-16,calibrated_4y_40m_hl365,32,1.086,1.196,1.086,2.091,2.045,2.091,-1.006,1.623,1.862,0.463,0.431,0.382,0.382,0.539,0.463,0.273,0.264,0.243,0.243,0.296,0.273,0.117,0.613,-0.002,1.0,0.29,0.248,0.735,0.206,0.542,0.5,0,high,high,high,none,high,Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment.,,,,1413.273,1361.827,1006.428,1865.707,1.0,3,16,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Guadeloupe,2026-06-21,2022-06-21,2026-06-21,271,24,2023-03-23,2025-06-24,calibrated_4y_40m_hl365,24,1.574,1.527,1.574,1.331,1.395,1.331,0.243,1.708,1.439,0.622,0.634,0.649,0.649,0.593,0.622,0.472,0.48,0.495,0.495,0.452,0.472,0.28,0.145,-0.016,1.0,0.46,0.437,0.572,0.437,0.144,0.5,0,moderate,moderate,moderate,none,moderate,Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1469.994,1439.346,1175.511,1783.926,1.0,3,5,average,,,Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Guam,2026-06-21,2022-06-21,2026-06-21,123,10,2023-10-12,2026-06-06,calibrated_4y_40m_hl365,10,1.297,1.407,1.297,2.839,2.789,2.839,-1.542,1.138,4.902,0.588,0.531,0.451,0.451,0.723,0.588,0.09,0.128,0.086,0.086,0.0,0.09,0.668,1.838,-0.001,1.0,0.181,0.517,0.975,0.151,0.281,0.5,0,low,low,low,none,low,Recent goals-against differs from all-time by -2.06.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1222.24,1264.013,956.804,1392.973,1.0,0,8,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Guatemala,2026-06-21,2022-06-21,2026-06-21,554,40,2023-07-09,2026-06-07,calibrated_4y_40m_hl365,40,1.401,1.334,1.401,1.464,1.586,1.464,-0.062,1.397,1.377,0.53,0.537,0.567,0.567,0.513,0.53,0.381,0.374,0.408,0.408,0.398,0.381,0.038,0.307,0.003,1.0,0.418,0.559,0.542,0.194,0.275,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Defense index increased after opponent-quality adjustment.; Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1640.011,1646.03,1063.432,2077.772,1.0,16,2,strong,Recent schedule skews toward strong opponents.,Defense index increased after opponent-quality adjustment.,Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Guernsey,2026-06-21,2022-06-21,2026-06-21,240,4,2023-07-09,2023-07-13,calibrated_4y_40m_hl365,4,1.756,1.748,1.756,0.713,0.75,0.713,1.043,2.567,1.304,0.623,0.668,0.669,0.669,0.519,0.623,0.643,0.656,0.664,0.664,0.611,0.643,0.056,-0.332,-0.04,1.0,0.744,0.5,0.5,0.489,0.0,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Latest match is 1074 days before reference date.; Schedule strength may be misleading; residuals do not support the full opponent boost.,Fewer than 8 recent matches; behavior is insufficient.,Latest match is 1074 days before reference date.,,1515.731,1503.555,1436.839,1618.975,1.0,0,0,average,,,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Guinea,2026-06-21,2022-06-21,2026-06-21,539,38,2022-09-23,2026-06-04,calibrated_4y_40m_hl365,38,1.195,1.258,1.195,0.929,0.933,0.929,0.265,1.354,1.224,0.491,0.514,0.492,0.492,0.437,0.491,0.587,0.574,0.569,0.569,0.616,0.587,-0.189,-0.348,-0.059,1.0,0.432,0.409,0.465,0.296,0.397,0.5,0,high,high,high,none,high,,,,,1539.271,1502.874,1090.519,2084.381,1.0,8,2,average,,,,2026-06-20T23:36:25+00:00
Guinea-Bissau,2026-06-21,2022-06-21,2026-06-21,190,31,2022-11-17,2026-03-31,calibrated_4y_40m_hl365,31,0.641,0.685,0.641,1.299,1.318,1.299,-0.657,0.995,1.474,0.316,0.322,0.302,0.302,0.303,0.316,0.478,0.454,0.452,0.452,0.534,0.478,-0.592,-0.101,-0.117,1.0,0.217,0.422,0.26,0.17,0.435,0.5,0,high,high,high,none,high,,,,,1520.683,1516.526,1111.319,1758.771,1.0,3,5,average,,,,2026-06-20T23:36:25+00:00
Guyana,2026-06-21,2022-06-21,2026-06-21,313,30,2023-03-25,2026-03-30,calibrated_4y_40m_hl365,30,1.921,2.144,1.921,1.329,1.274,1.329,0.593,1.367,1.757,0.768,0.777,0.693,0.693,0.746,0.768,0.466,0.454,0.436,0.436,0.493,0.466,0.739,0.022,0.104,1.0,0.601,0.599,0.671,0.172,0.203,0.5,0,high,high,high,none,high,Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment.,,,,1405.406,1391.334,1118.288,1769.529,1.0,1,13,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Găgăuzia,2026-06-21,2022-06-21,2026-06-21,3,0,,,calibrated_4y_40m_hl365,0,,,,,,,,0.667,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Haiti,2026-06-21,2022-06-21,2026-06-21,512,36,2023-03-25,2026-06-19,calibrated_4y_40m_hl365,36,1.362,1.339,1.362,1.19,1.335,1.19,0.172,1.637,1.348,0.508,0.495,0.504,0.504,0.538,0.508,0.486,0.473,0.513,0.513,0.516,0.486,0.114,-0.047,-0.042,1.0,0.409,0.316,0.586,0.333,0.408,0.5,0,high,high,high,none,high,Defense index increased after opponent-quality adjustment.,,,,1544.461,1536.82,1200.159,1969.594,1.0,9,8,average,,Defense index increased after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Hitra,2026-06-21,2022-06-21,2026-06-21,23,4,2025-07-13,2025-07-17,calibrated_4y_40m_hl365,4,2.67,2.752,2.67,1.792,1.744,1.792,0.877,1.609,4.0,1.0,1.0,0.97,0.97,1.0,1.0,0.336,0.416,0.39,0.39,0.151,0.336,1.958,1.048,0.06,1.0,0.496,0.498,1.0,0.44,0.0,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Recent goals-for differs from all-time by +1.06. Recent goals-against differs from all-time by -2.21.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment.; Large raw-vs-residual defense disagreement.,Fewer than 8 recent matches; behavior is insufficient.,,,1413.894,1357.518,1293.82,1646.722,1.0,0,2,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment.,Large raw-vs-residual defense disagreement.,2026-06-20T23:36:25+00:00
Hmong,2026-06-21,2022-06-21,2026-06-21,3,3,2023-08-04,2023-08-08,calibrated_4y_40m_hl365,3,1.668,1.666,1.668,3.338,3.333,3.338,-1.67,2.0,3.333,0.606,0.569,0.553,0.553,0.693,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.58,2.042,-0.207,1.0,0.259,0.668,1.0,0.0,0.332,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Latest match is 1048 days before reference date.,Fewer than 8 recent matches; behavior is insufficient.,Latest match is 1048 days before reference date.,,1450.328,1485.749,1358.847,1506.389,1.0,0,0,average,,,,2026-06-20T23:36:25+00:00
Honduras,2026-06-21,2022-06-21,2026-06-21,620,40,2023-06-25,2026-06-06,calibrated_4y_40m_hl365,40,1.274,1.253,1.274,0.919,0.978,0.919,0.355,1.466,1.287,0.487,0.498,0.505,0.505,0.46,0.487,0.599,0.603,0.624,0.624,0.59,0.599,-0.119,-0.271,0.059,1.0,0.517,0.262,0.355,0.522,0.423,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1616.008,1625.322,1159.818,2056.339,1.0,14,3,strong,Recent schedule skews toward strong opponents.,,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Hong Kong,2026-06-21,2022-06-21,2026-06-21,447,40,2023-03-28,2026-06-09,calibrated_4y_40m_hl365,40,1.326,1.517,1.326,1.337,1.229,1.337,-0.011,1.45,1.638,0.584,0.577,0.503,0.503,0.601,0.584,0.508,0.494,0.45,0.45,0.542,0.508,0.302,-0.126,-0.034,1.0,0.411,0.456,0.499,0.323,0.258,0.5,0,high,high,high,none,high,Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1363.033,1348.165,948.663,1862.8,1.0,5,20,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Hungary,2026-06-21,2022-06-21,2026-06-21,1006,40,2022-09-26,2026-06-09,calibrated_4y_40m_hl365,40,1.592,1.462,1.592,1.257,1.438,1.257,0.335,1.999,1.474,0.597,0.64,0.699,0.699,0.496,0.597,0.434,0.429,0.482,0.482,0.446,0.434,-0.011,0.161,-0.024,1.0,0.508,0.555,0.594,0.345,0.182,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1677.823,1678.995,1329.263,1996.307,1.0,19,1,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Iceland,2026-06-21,2022-06-21,2026-06-21,522,40,2022-11-19,2026-06-09,calibrated_4y_40m_hl365,40,1.595,1.467,1.595,1.613,1.846,1.613,-0.017,1.211,1.678,0.599,0.588,0.642,0.642,0.624,0.599,0.323,0.285,0.349,0.349,0.412,0.323,0.371,0.265,0.018,1.0,0.333,0.517,0.641,0.21,0.266,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Defense boosted by opponent adjustment but goals-against residual is poor.,,,,1680.949,1649.332,1086.973,2057.655,1.0,19,2,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
India,2026-06-21,2022-06-21,2026-06-21,534,35,2022-09-24,2026-06-09,calibrated_4y_40m_hl365,35,0.448,0.489,0.448,1.362,1.323,1.362,-0.915,1.367,1.614,0.226,0.224,0.206,0.206,0.232,0.226,0.46,0.422,0.409,0.409,0.548,0.46,-0.804,-0.144,-0.229,1.0,0.137,0.372,0.26,0.136,0.579,0.5,0,high,high,high,none,high,Recent goals-for differs from all-time by -0.92.; Recent schedule skews toward weak opponents.,,,,1431.392,1459.813,1092.552,1835.94,1.0,3,13,weak,Recent schedule skews toward weak opponents.,,,2026-06-20T23:36:25+00:00
Indonesia,2026-06-21,2022-06-21,2026-06-21,728,40,2023-06-19,2026-06-09,calibrated_4y_40m_hl365,40,1.294,1.299,1.294,1.204,1.266,1.204,0.09,1.666,1.615,0.512,0.504,0.502,0.502,0.53,0.512,0.531,0.532,0.549,0.549,0.53,0.531,0.091,-0.089,0.046,1.0,0.436,0.244,0.486,0.449,0.349,0.5,0,high,high,high,none,high,Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1541.775,1526.506,985.45,2062.783,1.0,9,9,average,,,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Iran,2026-06-21,2022-06-21,2026-06-21,613,40,2023-03-23,2026-06-15,calibrated_4y_40m_hl365,40,1.974,1.883,1.974,0.843,0.928,0.843,1.13,1.887,0.791,0.682,0.729,0.776,0.776,0.57,0.682,0.571,0.581,0.615,0.615,0.548,0.571,0.211,-0.143,-0.076,1.0,0.636,0.505,0.608,0.481,0.187,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1587.376,1636.527,1275.342,1911.5,1.0,14,4,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Iraq,2026-06-21,2022-06-21,2026-06-21,656,40,2023-10-13,2026-06-16,calibrated_4y_40m_hl365,40,1.231,1.158,1.231,1.081,1.238,1.081,0.15,1.534,0.934,0.479,0.516,0.55,0.55,0.393,0.479,0.507,0.505,0.545,0.545,0.512,0.507,-0.321,-0.037,-0.001,1.0,0.531,0.503,0.432,0.35,0.23,0.5,0,high,high,high,none,high,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1600.794,1621.742,1145.866,2098.327,1.0,12,4,average,,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
